condition,condition_key,trial,file,event_type,sample,time_seconds,signed_peak_uv,vertical_z,vertical_horizontal_ratio,width_seconds,velocity_z,signed_delta_uv,direction
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,502.0,2.008,-982.105659449336,-62.68907253819732,0.33838101964222783,0.6560539991251756,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,772.0,3.088,333.58635517256675,21.17050732892807,0.36796807921477603,0.6001051116046083,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,1026.0,4.104,-105.89341264250513,-6.841054860012354,0.38387951279043253,0.6422693819458127,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,1313.0,5.252,-224.1401459187271,-14.377865346814357,2.1054552777982214,0.09173876730793563,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,3117.0,12.468,-160.5495229298229,-10.324726110523748,5.599095780225601,0.19824417966536204,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,4651.0,18.604,-323.3348012031966,-20.700334454153623,4.675837555412112,0.16328582693170393,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,5546.0,22.184,-280.8883517376148,-17.99488258587746,4.030447680671926,0.13804316498682964,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,6316.0,25.264,-141.6296290506757,-9.118809882255208,6.105736542855892,0.1862226346395655,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,7789.0,31.156,-201.94424841432038,-12.96314319390365,3.1508512625628318,0.16261583270146002,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,9798.0,39.192,-79.25943695233813,-5.143458472144566,1.400128074978105,0.16451295803011454,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,9976.0,39.904,-172.0271199459963,-11.056285208674142,4.858479995958208,0.1478027109143295,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,10876.0,43.504,-177.94729971473961,-11.43362563684976,14.828149804950733,0.10985961334987224,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,12006.0,48.024,-143.4805993798017,-9.236787032243177,8.961361852243915,0.13851650297003654,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,12389.0,49.556,-131.28402763915392,-8.459401921880625,23.237451877393816,0.09700351913561463,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,12548.0,50.192,-114.49781131617506,-7.389482037318413,12.942110956162365,0.14805303712921158,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,13250.0,53.0,-207.05464549880085,-13.288869691971566,4.68230771232487,0.12178811567902449,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,13559.0,54.236,-111.20511017977007,-7.179611846682438,2.7978908455014615,0.08209693047609472,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,13933.0,55.732,-195.48201466784258,-12.55125332837268,7.468893194467603,0.12071349229949556,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,14486.0,57.944,-154.51399037314047,-9.94003332615415,8.94648410182231,0.08858018104691291,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,14899.0,59.596,-155.99670357882573,-10.034538502981523,7.322242268348459,0.12265436019428307,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,15297.0,61.188,-130.20957323733285,-8.390918345388757,5.043073126675552,0.10525450356869988,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,22149.0,88.596,-176.10824197290415,-11.31640777137079,1.2319023935990918,0.1468040538050991,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,22701.0,90.804,-193.15478553488856,-12.402920393935782,4.2707874018341,0.11501573207424372,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,24622.0,98.488,-99.17760742215098,-6.413002855447904,13.326665961096388,0.23045140740583883,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,25239.0,100.956,-163.63348235560485,-10.521291521652778,5.633573659035238,0.11765783216762066,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,27380.0,109.52,83.4038299274935,5.224373109076076,1.4642313451129652,0.35548256943661544,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,27506.0,110.024,-246.1627502376418,-15.78154213837325,1.8651166886701611,0.16250120421823522,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,28883.0,115.532,90.14302334761979,5.653915830757407,2.2980858907273993,0.3165069797761826,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,28976.0,115.904,-205.57761923407932,-13.194726989397019,2.8548933581656413,0.19561936912263628,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,30116.0,120.464,265.64938175055136,16.84034040133484,1.8110026505920866,0.23432125853101024,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,30404.0,121.616,-202.1034348258422,-12.973289417672145,0.5716117428050528,0.10305670342546364,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,30815.0,123.26,-365.8300825025216,-23.40889876593202,7.5959617735663665,0.08925204241645406,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,31389.0,125.556,-398.26351254529663,-25.476140785196336,17.39124168346733,0.07340177508223861,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,31931.0,127.724,-172.23753691106995,-11.069696765552111,0.5333976192807001,0.2739265754482185,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,32263.0,129.052,-384.5720520853605,-24.603474455099654,8.938807945191856,0.08140586618147791,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,32940.0,131.76,-451.3329505940469,-28.85868071786558,10.70044094632572,0.09403320273969439,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,33501.0,134.004,-455.9568865788173,-29.15340115753228,7.692845999871235,0.07797713024594123,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,33782.0,135.128,-106.99616976625238,-6.911342395442521,1.375129234797336,0.25915054343789234,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,34019.0,136.076,-313.2644075917302,-20.058467689007344,1.230176731168678,0.11094298536199494,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,34174.0,136.696,-81.31177822658992,-5.274270603775673,0.25527733606910025,0.053345082778017965,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,34283.0,137.132,-461.30214927202746,-29.49409752016912,0.8197759895658522,0.08072673461926752,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,blink-like,34562.0,138.248,-281.8018146008155,-18.05310488340675,0.5901477940290822,0.10551082531374413,,,
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,1594.0,6.376,,,,,34.314548087493534,352.7018150245149,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,1827.0,7.308,,,,,34.95225378929057,359.9251574664995,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,1864.0,7.456,,,,,31.91872410045821,332.73013001713025,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,2066.0,8.264,,,,,26.7753134584222,274.60457351276636,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,2633.0,10.532,,,,,-6.577139989080363,-57.76537610902096,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,2919.0,11.676,,,,,-9.80986095193487,-100.17310108813672,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,3295.0,13.18,,,,,-12.798181637710236,-120.87107363050245,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,3723.0,14.892,,,,,-7.338773424471981,-59.49351855247039,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,4521.0,18.084,,,,,6.671447320168819,59.80075744738269,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,5957.0,23.828,,,,,-9.585698275221151,-72.71918314367687,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,8835.0,35.34,,,,,7.412190060215745,69.33141656198747,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,9244.0,36.976,,,,,-6.063037456012827,-49.59313928153186,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,11598.0,46.392,,,,,7.082767289803536,46.068645822124864,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,14072.0,56.288,,,,,-9.080219419706706,-60.49405770865533,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,14126.0,56.504,,,,,8.509169790647885,59.72484955336098,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,14301.0,57.204,,,,,6.977560374141457,45.258514525145465,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,14741.0,58.964,,,,,11.126542149578277,75.7403515739813,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,15056.0,60.224,,,,,6.62349493875411,41.054162839451806,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,16031.0,64.124,,,,,-9.605878562725875,-70.96695928118666,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,16161.0,64.644,,,,,6.474984782278778,45.92316226110205,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,16467.0,65.868,,,,,-7.848453042620317,-59.28930206905176,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,16908.0,67.632,,,,,9.436746243437378,64.59187035536314,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,17100.0,68.4,,,,,6.258227327219364,46.47372695637603,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,17972.0,71.888,,,,,9.04457620578737,59.12268706713145,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,18144.0,72.576,,,,,9.80049981422531,64.96795828740986,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,19554.0,78.216,,,,,13.6081304656133,97.86980116917093,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,19770.0,79.08,,,,,-10.212633059199494,-71.52437900598675,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,19846.0,79.384,,,,,6.522181330766917,44.74276704362114,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,20190.0,80.76,,,,,9.717916158104925,65.01299937715032,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,21010.0,84.04,,,,,9.606040383740526,65.78044451185959,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,22829.0,91.316,,,,,20.39076021404662,164.76412625706934,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,22980.0,91.92,,,,,-10.163246001360147,-70.57832585788555,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,23733.0,94.932,,,,,8.578072891833227,61.528548628843744,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,24218.0,96.872,,,,,10.787427183139835,77.26112467998392,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,24295.0,97.18,,,,,-8.21026421532508,-61.986486368607856,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,24505.0,98.02,,,,,8.236395161735583,58.08884265129129,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,24725.0,98.9,,,,,-6.280944390230507,-46.05947293750488,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,24943.0,99.772,,,,,-6.580274607449391,-48.75415073502576,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,25095.0,100.38,,,,,9.901928321056953,62.901862353425585,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,25494.0,101.976,,,,,9.71774419386144,65.74653637016492,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,27688.0,110.752,,,,,-6.269908685837155,-45.457106099470145,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,28038.0,112.152,,,,,6.816848058549125,49.30613540181729,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,28406.0,113.624,,,,,7.593893771206162,49.198573577286794,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,29237.0,116.948,,,,,-8.749153210883106,-59.353812201014726,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,29441.0,117.764,,,,,6.2340777503191225,43.298301797369696,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,29630.0,118.52,,,,,-9.49637765009258,-63.48625962279362,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,30226.0,120.904,,,,,-46.368428789054796,-296.2428188265532,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,30284.0,121.136,,,,,20.117338190777296,168.60922240172573,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,31787.0,127.148,,,,,-8.52401797923215,-75.568138863757,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,31828.0,127.312,,,,,-8.309257432835173,-78.23988984106236,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,32461.0,129.844,,,,,16.69148202523124,119.64527907122915,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,33047.0,132.188,,,,,-7.033286450865672,-43.124504371033254,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,33109.0,132.436,,,,,6.925357404958425,44.05329033082664,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,horizontal-saccade-like,33318.0,133.272,,,,,8.791092105571316,59.1056631097746,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,1674.0,6.696,,,,,-11.36630544615278,-131.43181651306213,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,1744.0,6.976,,,,,-11.100104361779112,-124.89077905940621,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,2953.0,11.812,,,,,6.815613072393532,67.36192452016121,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,11660.0,46.64,,,,,-7.255716491032979,-65.75707148363497,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,12258.0,49.032,,,,,7.242349614715435,57.914122402970534,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,12783.0,51.132,,,,,6.754454645375044,60.53415036620792,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,13787.0,55.148,,,,,-20.555356379284202,-185.26752118042785,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,13814.0,55.256,,,,,19.32496600561916,168.34439241405585,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,14740.0,58.96,,,,,7.292917068302889,54.42023159615823,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,15057.0,60.228,,,,,6.185380783865134,49.354929477429806,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,18144.0,72.576,,,,,7.386401913202235,54.55029511998767,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,19499.0,77.996,,,,,-7.523194371266417,-68.2373599520849,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,25493.0,101.972,,,,,6.10424603674651,49.28373666520559,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,27685.0,110.74,,,,,6.107228070913022,45.40338806679598,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,30220.0,120.88,,,,,-8.874717282498116,-66.38134898690902,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,31232.0,124.928,,,,,-26.616741728042946,-231.68421181822603,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,32141.0,128.564,,,,,-6.297560235230707,-58.24348627573109,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,32457.0,129.828,,,,,-6.323415302049253,-39.82786322104632,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,32756.0,131.024,,,,,9.765209103116897,90.87660932697409,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,33047.0,132.188,,,,,6.859775863415599,50.15003167105575,positive
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,33107.0,132.428,,,,,-8.190445367428856,-56.72505759880412,negative
Eyes closed,eyes_closed,1,OpenBCI-RAW-2026-06-05_16-34-55.txt,vertical-saccade-like,33310.0,133.24,,,,,6.194667206948813,62.64959768748625,positive
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,635.0,2.54,-279.0327311952673,-8.437873838328594,0.3532429488555702,0.07249938902068744,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,777.0,3.108,265.6756646096474,7.645814900464442,0.33993822440892807,0.6650133914884977,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,898.0,3.592,-339.13408905840004,-10.212495893164043,1.008877820926944,0.07974148113247702,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,1307.0,5.228,-383.9330461774896,-11.535281603234186,3.7084763815075275,0.08788021976526761,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,2222.0,8.888,-164.55449300678504,-5.057657259018901,2.1370635185999527,0.08526826421670558,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,2482.0,9.928,-281.52720172621036,-8.511528454076704,5.014560054105441,0.07784676329911963,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,2674.0,10.696,-351.589480892042,-10.58026816712721,5.33138586315822,0.08699855910290534,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,2918.0,11.672,-249.67793961443283,-7.571110383947443,4.107579070377731,0.07517005437158514,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,3467.0,13.868,-183.33000681998868,-5.6120447485604235,7.66719822878459,0.08395044632908866,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,3646.0,14.584,-403.2300439073656,-12.10506702874042,17.231496913557375,0.08753184641576808,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,5098.0,20.392,-272.8116521073807,-8.254183077474567,7.306779991580509,0.0821527645737624,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,5826.0,23.304,-343.3754685562831,-10.337731759165788,6.115386653676102,0.07938336625276497,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,6691.0,26.764,-316.5322334201274,-9.545127418940442,7.2371813816682256,0.08341040171221539,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,9522.0,38.088,-317.4081281002232,-9.570990096129048,4.680013022496345,0.08963440859253752,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,9947.0,39.788,-660.1056930120295,-19.689873902645335,2.6031846512365573,0.08577963292114874,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,10355.0,41.42,-173.72108785131556,-5.3283207175033125,1.3307485070681775,0.09184242153085506,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,11618.0,46.472,-465.5693076829338,-13.94576807629844,2.564534290342357,0.08277727001503081,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,11942.0,47.768,-467.32333045283826,-13.997559376908397,3.8599987386293866,0.08814066142850788,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,13066.0,52.264,-258.36977570293163,-7.827755567485408,2.07667674182461,0.08652534260618995,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,13472.0,53.888,-429.7482738498073,-12.888074890529882,11.16177746184944,0.08348244527440693,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,13862.0,55.448,-464.51583404171856,-13.91466199776115,14.34147660959705,0.09382128125501185,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,14136.0,56.544,-637.0613443439345,-19.009439868544998,13.60269197308914,0.1705622109762844,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,14673.0,58.692,-419.44305743242427,-12.58379117741001,5.313949614072687,0.08458866121048778,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,15252.0,61.008,-395.5217392914797,-11.877462730549812,7.368253707100704,0.09922434929944575,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,15764.0,63.056,-402.24435468739995,-12.075962431254487,4.4503345786234565,0.08309890067302331,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,16173.0,64.692,-471.9493550242309,-14.134152717266849,9.495111866262416,0.09229615586232831,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,16607.0,66.428,-517.8162270913022,-15.488470916564482,7.6515632553300845,0.11353389293678628,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,16946.0,67.784,-444.59924416601,-13.326581779489981,10.55536743858266,0.09356561811018037,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,17712.0,70.848,-391.5970097431657,-11.761576636402598,4.756220691162029,0.0788200258940924,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,18370.0,73.48,-454.55329408869113,-13.62049654540842,4.456360288123627,0.08379120626785153,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,18836.0,75.344,-441.5067968355169,-13.235270610637398,6.447740459510248,0.08409920596650045,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,blink-like,19090.0,76.36,-308.5975980857027,-9.310840218747511,5.03927011102424,0.09244595004072471,,,
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,horizontal-saccade-like,1408.0,5.632,,,,,19.543031888633124,272.787800033826,positive
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,horizontal-saccade-like,1528.0,6.112,,,,,19.832381984307588,303.4535025386149,positive
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,horizontal-saccade-like,1664.0,6.656,,,,,23.450391293194357,362.3001301834274,positive
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,horizontal-saccade-like,1709.0,6.836,,,,,24.457463390110977,373.56370680420605,positive
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,horizontal-saccade-like,1900.0,7.6,,,,,21.62932587781253,329.1283804475106,positive
Nature,nature,1,OpenBCI-RAW-2026-06-05_16-06-48.txt,horizontal-saccade-like,1954.0,7.816,,,,,19.8854124427413,302.1372361779686,positive
